county,state_name,csa,csa_state
Faulkner County,Arkansas,Little Rock-North Little Rock,AR
Grant County,Arkansas,Little Rock-North Little Rock,AR
Lonoke County,Arkansas,Little Rock-North Little Rock,AR
Perry County,Arkansas,Little Rock-North Little Rock,AR
Pulaski County,Arkansas,Little Rock-North Little Rock,AR
Saline County,Arkansas,Little Rock-North Little Rock,AR
Clinton County,Pennsylvania,Williamsport-Lock Haven,PA
Franklin County,Idaho,,
Cache County,Utah,,
Cass County,Indiana,,
Clay County,Kentucky,,
Knox County,Kentucky,,
Laurel County,Kentucky,,
Whitley County,Kentucky,,
Gregg County,Texas,,
Harrison County,Texas,,
Rusk County,Texas,,
Upshur County,Texas,,
Cowlitz County,Washington,Portland-Vancouver-Salem,OR-WA
Los Alamos County,New Mexico,Albuquerque-Santa Fe-Las Vegas,NM
Los Alamos County,New Mexico,Albuquerque-Santa Fe-Las Vegas,NM
Orange County,California,Los Angeles-Long Beach,CA
Los Angeles County,California,Los Angeles-Long Beach,CA
Clark County,Indiana,Louisville/Jefferson County--Elizabethtown--Bardstown,KY-IN
Floyd County,Indiana,Louisville/Jefferson County--Elizabethtown--Bardstown,KY-IN
Harrison County,Indiana,Louisville/Jefferson County--Elizabethtown--Bardstown,KY-IN
Washington County,Indiana,Louisville/Jefferson County--Elizabethtown--Bardstown,KY-IN
Bullitt County,Kentucky,Louisville/Jefferson County--Elizabethtown--Bardstown,KY-IN
Henry County,Kentucky,Louisville/Jefferson County--Elizabethtown--Bardstown,KY-IN
Jefferson County,Kentucky,Louisville/Jefferson County--Elizabethtown--Bardstown,KY-IN
Oldham County,Kentucky,Louisville/Jefferson County--Elizabethtown--Bardstown,KY-IN
Shelby County,Kentucky,Louisville/Jefferson County--Elizabethtown--Bardstown,KY-IN
Spencer County,Kentucky,Louisville/Jefferson County--Elizabethtown--Bardstown,KY-IN
Crosby County,Texas,Lubbock-Plainview-Levelland,TX
Lubbock County,Texas,Lubbock-Plainview-Levelland,TX
Lynn County,Texas,Lubbock-Plainview-Levelland,TX
Mason County,Michigan,,
Angelina County,Texas,,
Robeson County,North Carolina,Fayetteville-Sanford-Lumberton,NC
Amherst County,Virginia,,
Appomattox County,Virginia,,
Bedford County,Virginia,,
Campbell County,Virginia,,
Lynchburg city,Virginia,,
McDonough County,Illinois,,
Bibb County,Georgia,Macon-Bibb County--Warner Robins,GA
Crawford County,Georgia,Macon-Bibb County--Warner Robins,GA
Jones County,Georgia,Macon-Bibb County--Warner Robins,GA
Monroe County,Georgia,Macon-Bibb County--Warner Robins,GA
Twiggs County,Georgia,Macon-Bibb County--Warner Robins,GA
Madera County,California,Fresno-Madera-Hanford,CA
Madera County,California,Fresno-Madera-Hanford,CA
Jefferson County,Indiana,,
Columbia County,Wisconsin,Madison-Janesville-Beloit,WI
Dane County,Wisconsin,Madison-Janesville-Beloit,WI
Green County,Wisconsin,Madison-Janesville-Beloit,WI
Iowa County,Wisconsin,Madison-Janesville-Beloit,WI
Hopkins County,Kentucky,,
Columbia County,Arkansas,,
Franklin County,New York,,
Hot Spring County,Arkansas,Hot Springs-Malvern,AR
Hillsborough County,New Hampshire,Boston-Worcester-Providence,MA-RI-NH-CT
Hillsborough County,New Hampshire,Boston-Worcester-Providence,MA-RI-NH-CT
Hillsborough County (Nashua),,,
Hillsborough County (Manchester),,,
Geary County,Kansas,,
Pottawatomie County,Kansas,,
Riley County,Kansas,,
Manitowoc County,Wisconsin,,
Blue Earth County,Minnesota,Mankato-New Ulm,MN
Nicollet County,Minnesota,Mankato-New Ulm,MN
Richland County,Ohio,Mansfield-Ashland-Bucyrus,OH
Washington County,Ohio,Parkersburg-Marietta-Vienna,WV-OH
Washington County,Ohio,Parkersburg-Marietta-Vienna,WV-OH
Menominee County,Michigan,Marinette-Iron Mountain,WI-MI
Marinette County,Wisconsin,Marinette-Iron Mountain,WI-MI
Grant County,Indiana,,
McDowell County,North Carolina,Asheville-Marion-Brevard,NC
Marion County,Ohio,Columbus-Marion-Zanesville,OH
Marquette County,Michigan,,
Lyon County,Minnesota,,
Saline County,Missouri,,
Marshall County,Iowa,,
Weakley County,Tennessee,Martin-Union City,TN
Henry County,Virginia,,
Martinsville city,Virginia,,
Nodaway County,Missouri,,
Cerro Gordo County,Iowa,,
Worth County,Iowa,,
Hormigueros Municipio,Puerto Rico,Mayagüez-San Germán,PR
Las Marías Municipio,Puerto Rico,Mayagüez-San Germán,PR
Mayagüez Municipio,Puerto Rico,Mayagüez-San Germán,PR
Graves County,Kentucky,Paducah-Mayfield,KY-IL
Mason County,Kentucky,Cincinnati-Wilmington-Maysville,OH-KY-IN
Pittsburg County,Oklahoma,,
Hidalgo County,Texas,McAllen-Edinburg,TX
Pike County,Mississippi,,
Warren County,Tennessee,,
McPherson County,Kansas,,
Crawford County,Pennsylvania,Erie-Meadville,PA
Jackson County,Oregon,Medford-Grants Pass,OR
Crittenden County,Arkansas,Memphis-Forrest City,TN-MS-AR
DeSoto County,Mississippi,Memphis-Forrest City,TN-MS-AR
Marshall County,Mississippi,Memphis-Forrest City,TN-MS-AR
Tate County,Mississippi,Memphis-Forrest City,TN-MS-AR
Tunica County,Mississippi,Memphis-Forrest City,TN-MS-AR
Fayette County,Tennessee,Memphis-Forrest City,TN-MS-AR
Shelby County,Tennessee,Memphis-Forrest City,TN-MS-AR
Tipton County,Tennessee,Memphis-Forrest City,TN-MS-AR
Dunn County,Wisconsin,Eau Claire-Menomonie,WI
Merced County,California,San Jose-San Francisco-Oakland,CA
Clarke County,Mississippi,,
Kemper County,Mississippi,,
Lauderdale County,Mississippi,,
Audrain County,Missouri,Columbia-Moberly-Mexico,MO
Ottawa County,Oklahoma,Joplin-Miami,MO-OK
Broward County,Florida,Miami-Port St. Lucie-Fort Lauderdale,FL
Miami-Dade County,Florida,Miami-Port St. Lucie-Fort Lauderdale,FL
Palm Beach County,Florida,Miami-Port St. Lucie-Fort Lauderdale,FL
LaPorte County,Indiana,Chicago-Naperville,IL-IN-WI
Bell County,Kentucky,,
Midland County,Michigan,Saginaw-Midland-Bay City,MI
Midland County,Michigan,Saginaw-Midland-Bay City,MI
Martin County,Texas,Midland-Odessa,TX
Midland County,Texas,Midland-Odessa,TX
Baldwin County,Georgia,,
Hancock County,Georgia,,
Milwaukee County,Wisconsin,Milwaukee-Racine-Waukesha,WI
Ozaukee County,Wisconsin,Milwaukee-Racine-Waukesha,WI
Washington County,Wisconsin,Milwaukee-Racine-Waukesha,WI
Waukesha County,Wisconsin,Milwaukee-Racine-Waukesha,WI
Webster Parish,Louisiana,Shreveport-Bossier City-Minden,LA
Webster Parish,Louisiana,Shreveport-Bossier City-Minden,LA
Palo Pinto County,Texas,Dallas-Fort Worth,TX-OK
Anoka County,Minnesota,Minneapolis-St. Paul,MN-WI
Carver County,Minnesota,Minneapolis-St. Paul,MN-WI
Chisago County,Minnesota,Minneapolis-St. Paul,MN-WI
Dakota County,Minnesota,Minneapolis-St. Paul,MN-WI
Hennepin County,Minnesota,Minneapolis-St. Paul,MN-WI
Isanti County,Minnesota,Minneapolis-St. Paul,MN-WI
Le Sueur County,Minnesota,Minneapolis-St. Paul,MN-WI
Mille Lacs County,Minnesota,Minneapolis-St. Paul,MN-WI
Ramsey County,Minnesota,Minneapolis-St. Paul,MN-WI
Scott County,Minnesota,Minneapolis-St. Paul,MN-WI
Sherburne County,Minnesota,Minneapolis-St. Paul,MN-WI
Washington County,Minnesota,Minneapolis-St. Paul,MN-WI
Wright County,Minnesota,Minneapolis-St. Paul,MN-WI
Pierce County,Wisconsin,Minneapolis-St. Paul,MN-WI
St. Croix County,Wisconsin,Minneapolis-St. Paul,MN-WI
McHenry County,North Dakota,,
Renville County,North Dakota,,
Ward County,North Dakota,,
Missoula County,Montana,,
Davison County,South Dakota,,
Hanson County,South Dakota,,
Randolph County,Missouri,Columbia-Moberly-Mexico,MO
Mobile County,Alabama,Mobile-Daphne-Fairhope,AL
Washington County,Alabama,Mobile-Daphne-Fairhope,AL
Stanislaus County,California,San Jose-San Francisco-Oakland,CA
Morehouse Parish,Louisiana,Monroe-Ruston,LA
Ouachita Parish,Louisiana,Monroe-Ruston,LA
Union Parish,Louisiana,Monroe-Ruston,LA
Monroe County,Michigan,Detroit-Warren-Ann Arbor,MI
Monroe County,Michigan,Detroit-Warren-Ann Arbor,MI
Autauga County,Alabama,Montgomery-Selma-Alexander City,AL
Elmore County,Alabama,Montgomery-Selma-Alexander City,AL
Lowndes County,Alabama,Montgomery-Selma-Alexander City,AL
Montgomery County,Alabama,Montgomery-Selma-Alexander City,AL
Montrose County,Colorado,,
Ouray County,Colorado,,
Carteret County,North Carolina,New Bern-Morehead City,NC
St. Mary Parish,Louisiana,Lafayette-Opelousas-Morgan City,LA
Monongalia County,West Virginia,Morgantown-Fairmont,WV
Preston County,West Virginia,Morgantown-Fairmont,WV
Grainger County,Tennessee,Knoxville-Morristown-Sevierville,TN
Hamblen County,Tennessee,Knoxville-Morristown-Sevierville,TN
Jefferson County,Tennessee,Knoxville-Morristown-Sevierville,TN
Latah County,Idaho,Pullman-Moscow,WA-ID
Grant County,Washington,Moses Lake-Othello,WA
Colquitt County,Georgia,,
Baxter County,Arkansas,,
Elmore County,Idaho,Boise City-Mountain Home-Ontario,ID-OR
Surry County,North Carolina,Greensboro--Winston-Salem--High Point,NC
Logan County,West Virginia,Charleston-Huntington-Ashland,WV-OH-KY
Isabella County,Michigan,Mount Pleasant-Alma,MI
Camp County,Texas,,
Titus County,Texas,,
Bath County,Kentucky,Lexington-Fayette--Richmond--Frankfort,KY
Menifee County,Kentucky,Lexington-Fayette--Richmond--Frankfort,KY
Montgomery County,Kentucky,Lexington-Fayette--Richmond--Frankfort,KY
Jefferson County,Illinois,,
Knox County,Ohio,Columbus-Marion-Zanesville,OH
Skagit County,Washington,Seattle-Tacoma,WA
Delaware County,Indiana,Indianapolis-Carmel-Muncie,IN
Calloway County,Kentucky,,
Muscatine County,Iowa,Davenport-Moline,IA-IL
Muskegon County,Michigan,Grand Rapids-Kentwood-Muskegon,MI
Muskegon County,Michigan,Grand Rapids-Kentwood-Muskegon,MI
Muskogee County,Oklahoma,Tulsa-Muskogee-Bartlesville,OK
Brunswick County,North Carolina,Myrtle Beach-Conway,SC-NC
Horry County,South Carolina,Myrtle Beach-Conway,SC-NC
Nacogdoches County,Texas,,
Napa County,California,San Jose-San Francisco-Oakland,CA
Collier County,Florida,Cape Coral-Fort Myers-Naples,FL
Cannon County,Tennessee,Nashville-Davidson--Murfreesboro,TN
Cheatham County,Tennessee,Nashville-Davidson--Murfreesboro,TN
Davidson County,Tennessee,Nashville-Davidson--Murfreesboro,TN
Dickson County,Tennessee,Nashville-Davidson--Murfreesboro,TN
Macon County,Tennessee,Nashville-Davidson--Murfreesboro,TN
Maury County,Tennessee,Nashville-Davidson--Murfreesboro,TN
Robertson County,Tennessee,Nashville-Davidson--Murfreesboro,TN
Rutherford County,Tennessee,Nashville-Davidson--Murfreesboro,TN
Smith County,Tennessee,Nashville-Davidson--Murfreesboro,TN
Sumner County,Tennessee,Nashville-Davidson--Murfreesboro,TN
Trousdale County,Tennessee,Nashville-Davidson--Murfreesboro,TN
Williamson County,Tennessee,Nashville-Davidson--Murfreesboro,TN
Wilson County,Tennessee,Nashville-Davidson--Murfreesboro,TN
Concordia Parish,Louisiana,,
Adams County,Mississippi,,
Natchitoches Parish,Louisiana,,
Craven County,North Carolina,New Bern-Morehead City,NC
Jones County,North Carolina,New Bern-Morehead City,NC
Pamlico County,North Carolina,New Bern-Morehead City,NC
Newberry County,South Carolina,Columbia-Orangeburg-Newberry,SC
Henry County,Indiana,Indianapolis-Carmel-Muncie,IN
Lawrence County,Pennsylvania,Pittsburgh-New Castle-Weirton,PA-OH-WV
New Haven County,Connecticut,New York-Newark,NY-NJ-CT-PA
New Haven County,Connecticut,New York-Newark,NY-NJ-CT-PA
Jefferson Parish,Louisiana,New Orleans-Metairie-Hammond,LA-MS
Orleans Parish,Louisiana,New Orleans-Metairie-Hammond,LA-MS
Plaquemines Parish,Louisiana,New Orleans-Metairie-Hammond,LA-MS
St. Bernard Parish,Louisiana,New Orleans-Metairie-Hammond,LA-MS
St. Charles Parish,Louisiana,New Orleans-Metairie-Hammond,LA-MS
St. James Parish,Louisiana,New Orleans-Metairie-Hammond,LA-MS
St. John the Baptist Parish,Louisiana,New Orleans-Metairie-Hammond,LA-MS
St. Tammany Parish,Louisiana,New Orleans-Metairie-Hammond,LA-MS
Tuscarawas County,Ohio,Cleveland-Akron-Canton,OH
Lincoln County,Oregon,,
Cocke County,Tennessee,Knoxville-Morristown-Sevierville,TN
Brown County,Minnesota,Mankato-New Ulm,MN
Nassau County,New York,New York-Newark,NY-NJ-CT-PA
Suffolk County,New York,New York-Newark,NY-NJ-CT-PA
Essex County,New Jersey,New York-Newark,NY-NJ-CT-PA
Hunterdon County,New Jersey,New York-Newark,NY-NJ-CT-PA
Morris County,New Jersey,New York-Newark,NY-NJ-CT-PA
Sussex County,New Jersey,New York-Newark,NY-NJ-CT-PA
Union County,New Jersey,New York-Newark,NY-NJ-CT-PA
Pike County,Pennsylvania,New York-Newark,NY-NJ-CT-PA
Pike County,Pennsylvania,New York-Newark,NY-NJ-CT-PA
Middlesex County,New Jersey,New York-Newark,NY-NJ-CT-PA
Monmouth County,New Jersey,New York-Newark,NY-NJ-CT-PA
Monmouth County,New Jersey,New York-Newark,NY-NJ-CT-PA
Ocean County,New Jersey,New York-Newark,NY-NJ-CT-PA
Somerset County,New Jersey,New York-Newark,NY-NJ-CT-PA
Bergen County,New Jersey,New York-Newark,NY-NJ-CT-PA
Hudson County,New Jersey,New York-Newark,NY-NJ-CT-PA
Passaic County,New Jersey,New York-Newark,NY-NJ-CT-PA
Bronx County,New York,New York-Newark,NY-NJ-CT-PA
Kings County,New York,New York-Newark,NY-NJ-CT-PA
New York County,New York,New York-Newark,NY-NJ-CT-PA
Putnam County,New York,New York-Newark,NY-NJ-CT-PA
Queens County,New York,New York-Newark,NY-NJ-CT-PA
Richmond County,New York,New York-Newark,NY-NJ-CT-PA
Rockland County,New York,New York-Newark,NY-NJ-CT-PA
Westchester County,New York,New York-Newark,NY-NJ-CT-PA
Berrien County,Michigan,South Bend-Elkhart-Mishawaka,IN-MI
Santa Cruz County,Arizona,Tucson-Nogales,AZ
Madison County,Nebraska,,
Pierce County,Nebraska,,
Stanton County,Nebraska,,
Lincoln County,Nebraska,,
Logan County,Nebraska,,
McPherson County,Nebraska,,
Manatee County,Florida,North Port-Sarasota,FL
Sarasota County,Florida,North Port-Sarasota,FL
Jennings County,Indiana,Indianapolis-Carmel-Muncie,IN
Wilkes County,North Carolina,,
Huron County,Ohio,Cleveland-Akron-Canton,OH
New London County,Connecticut,Hartford-East Hartford,CT
Island County,Washington,Seattle-Tacoma,WA
Island County,Washington,Seattle-Tacoma,WA
Marion County,Florida,,
Cape May County,New Jersey,Philadelphia-Reading-Camden,PA-NJ-DE-MD
Cape May County,New Jersey,Philadelphia-Reading-Camden,PA-NJ-DE-MD
Ector County,Texas,Midland-Odessa,TX
Ector County,Texas,Midland-Odessa,TX
Box Elder County,Utah,Salt Lake City-Provo-Orem,UT
Davis County,Utah,Salt Lake City-Provo-Orem,UT
Morgan County,Utah,Salt Lake City-Provo-Orem,UT
Weber County,Utah,Salt Lake City-Provo-Orem,UT
St. Lawrence County,New York,,
Venango County,Pennsylvania,,
Okeechobee County,Florida,,
Canadian County,Oklahoma,Oklahoma City-Shawnee,OK
Cleveland County,Oklahoma,Oklahoma City-Shawnee,OK
Grady County,Oklahoma,Oklahoma City-Shawnee,OK
Lincoln County,Oklahoma,Oklahoma City-Shawnee,OK
Logan County,Oklahoma,Oklahoma City-Shawnee,OK
McClain County,Oklahoma,Oklahoma City-Shawnee,OK
Oklahoma County,Oklahoma,Oklahoma City-Shawnee,OK
Cattaraugus County,New York,Buffalo-Cheektowaga-Olean,NY
Thurston County,Washington,Seattle-Tacoma,WA
Harrison County,Iowa,Omaha-Council Bluffs-Fremont,NE-IA
Mills County,Iowa,Omaha-Council Bluffs-Fremont,NE-IA
Pottawattamie County,Iowa,Omaha-Council Bluffs-Fremont,NE-IA
Cass County,Nebraska,Omaha-Council Bluffs-Fremont,NE-IA
Douglas County,Nebraska,Omaha-Council Bluffs-Fremont,NE-IA
Sarpy County,Nebraska,Omaha-Council Bluffs-Fremont,NE-IA
Saunders County,Nebraska,Omaha-Council Bluffs-Fremont,NE-IA
Washington County,Nebraska,Omaha-Council Bluffs-Fremont,NE-IA
Otsego County,New York,,
Payette County,Idaho,Boise City-Mountain Home-Ontario,ID-OR
Malheur County,Oregon,Boise City-Mountain Home-Ontario,ID-OR
St. Landry Parish,Louisiana,Lafayette-Opelousas-Morgan City,LA
St. Landry Parish,Louisiana,Lafayette-Opelousas-Morgan City,LA
Orangeburg County,South Carolina,Columbia-Orangeburg-Newberry,SC
Lake County,Florida,Orlando-Lakeland-Deltona,FL
Orange County,Florida,Orlando-Lakeland-Deltona,FL
Osceola County,Florida,Orlando-Lakeland-Deltona,FL
Seminole County,Florida,Orlando-Lakeland-Deltona,FL
Winnebago County,Wisconsin,Appleton-Oshkosh-Neenah,WI
Winnebago County,Wisconsin,Appleton-Oshkosh-Neenah,WI
Mahaska County,Iowa,Des Moines-Ames-West Des Moines,IA
Adams County,Washington,Moses Lake-Othello,WA
Bureau County,Illinois,Chicago-Naperville,IL-IN-WI
LaSalle County,Illinois,Chicago-Naperville,IL-IN-WI
Putnam County,Illinois,Chicago-Naperville,IL-IN-WI
Franklin County,Kansas,Kansas City-Overland Park-Kansas City,MO-KS
Wapello County,Iowa,,
Steele County,Minnesota,Minneapolis-St. Paul,MN-WI
Daviess County,Kentucky,,
Hancock County,Kentucky,,
McLean County,Kentucky,,
Lafayette County,Mississippi,,
Ventura County,California,Los Angeles-Long Beach,CA
Dale County,Alabama,Dothan-Ozark,AL
Dale County,Alabama,Dothan-Ozark,AL
Massac County,Illinois,Paducah-Mayfield,KY-IL
Ballard County,Kentucky,Paducah-Mayfield,KY-IL
Livingston County,Kentucky,Paducah-Mayfield,KY-IL
McCracken County,Kentucky,Paducah-Mayfield,KY-IL
Nye County,Nevada,Las Vegas-Henderson,NV
Nye County,Nevada,Las Vegas-Henderson,NV
Putnam County,Florida,Jacksonville-St. Marys-Palatka,FL-GA
Anderson County,Texas,,
Brevard County,Florida,,
Gray County,Texas,Amarillo-Pampa-Borger,TX
Roberts County,Texas,Amarillo-Pampa-Borger,TX
Bay County,Florida,,
Greene County,Arkansas,Jonesboro-Paragould,AR
Henry County,Tennessee,,
Lamar County,Texas,,
Wirt County,West Virginia,Parkersburg-Marietta-Vienna,WV-OH
Wood County,West Virginia,Parkersburg-Marietta-Vienna,WV-OH
Labette County,Kansas,,
Gila County,Arizona,Phoenix-Mesa,AZ
Frio County,Texas,San Antonio-New Braunfels-Pearsall,TX
Loving County,Texas,,
Reeves County,Texas,,
Marion County,Iowa,Des Moines-Ames-West Des Moines,IA
Escambia County,Florida,Pensacola-Ferry Pass,FL-AL
Santa Rosa County,Florida,Pensacola-Ferry Pass,FL-AL
Fulton County,Illinois,,
Marshall County,Illinois,,
Peoria County,Illinois,,
Stark County,Illinois,,
Tazewell County,Illinois,,
Woodford County,Illinois,,
Miami County,Indiana,Kokomo-Peru,IN
Burlington County,New Jersey,Philadelphia-Reading-Camden,PA-NJ-DE-MD
Camden County,New Jersey,Philadelphia-Reading-Camden,PA-NJ-DE-MD
Gloucester County,New Jersey,Philadelphia-Reading-Camden,PA-NJ-DE-MD
Bucks County,Pennsylvania,Philadelphia-Reading-Camden,PA-NJ-DE-MD
Chester County,Pennsylvania,Philadelphia-Reading-Camden,PA-NJ-DE-MD
Montgomery County,Pennsylvania,Philadelphia-Reading-Camden,PA-NJ-DE-MD
Delaware County,Pennsylvania,Philadelphia-Reading-Camden,PA-NJ-DE-MD
Philadelphia County,Pennsylvania,Philadelphia-Reading-Camden,PA-NJ-DE-MD
New Castle County,Delaware,Philadelphia-Reading-Camden,PA-NJ-DE-MD
Cecil County,Maryland,Philadelphia-Reading-Camden,PA-NJ-DE-MD
Salem County,New Jersey,Philadelphia-Reading-Camden,PA-NJ-DE-MD
Maricopa County,Arizona,Phoenix-Mesa,AZ
Pinal County,Arizona,Phoenix-Mesa,AZ
Pearl River County,Mississippi,New Orleans-Metairie-Hammond,LA-MS
Hughes County,South Dakota,,
Stanley County,South Dakota,,
Cleveland County,Arkansas,Little Rock-North Little Rock,AR
Jefferson County,Arkansas,Little Rock-North Little Rock,AR
Lincoln County,Arkansas,Little Rock-North Little Rock,AR
Moore County,North Carolina,Fayetteville-Sanford-Lumberton,NC
Crawford County,Kansas,,
Allegheny County,Pennsylvania,Pittsburgh-New Castle-Weirton,PA-OH-WV
Armstrong County,Pennsylvania,Pittsburgh-New Castle-Weirton,PA-OH-WV
Beaver County,Pennsylvania,Pittsburgh-New Castle-Weirton,PA-OH-WV
Butler County,Pennsylvania,Pittsburgh-New Castle-Weirton,PA-OH-WV
Fayette County,Pennsylvania,Pittsburgh-New Castle-Weirton,PA-OH-WV
Washington County,Pennsylvania,Pittsburgh-New Castle-Weirton,PA-OH-WV
Westmoreland County,Pennsylvania,Pittsburgh-New Castle-Weirton,PA-OH-WV
Berkshire County,Massachusetts,,
Hale County,Texas,Lubbock-Plainview-Levelland,TX
Grant County,Wisconsin,,
Clinton County,New York,,
Marshall County,Indiana,South Bend-Elkhart-Mishawaka,IN-MI
Bannock County,Idaho,,
Power County,Idaho,,
Gallia County,Ohio,Charleston-Huntington-Ashland,WV-OH-KY
Mason County,West Virginia,Charleston-Huntington-Ashland,WV-OH-KY
Kay County,Oklahoma,,
Adjuntas Municipio,Puerto Rico,Ponce-Yauco-Coamo,PR
Juana Díaz Municipio,Puerto Rico,Ponce-Yauco-Coamo,PR
Ponce Municipio,Puerto Rico,Ponce-Yauco-Coamo,PR
Villalba Municipio,Puerto Rico,Ponce-Yauco-Coamo,PR
Livingston County,Illinois,Bloomington-Pontiac,IL
Butler County,Missouri,,
Ripley County,Missouri,,
Roosevelt County,New Mexico,Clovis-Portales,NM
Clallam County,Washington,,
Cumberland County,Maine,Portland-Lewiston-South Portland,ME
Sagadahoc County,Maine,Portland-Lewiston-South Portland,ME
York County,Maine,Portland-Lewiston-South Portland,ME
Clackamas County,Oregon,Portland-Vancouver-Salem,OR-WA
Columbia County,Oregon,Portland-Vancouver-Salem,OR-WA
Multnomah County,Oregon,Portland-Vancouver-Salem,OR-WA
Washington County,Oregon,Portland-Vancouver-Salem,OR-WA
Yamhill County,Oregon,Portland-Vancouver-Salem,OR-WA
Clark County,Washington,Portland-Vancouver-Salem,OR-WA
Skamania County,Washington,Portland-Vancouver-Salem,OR-WA
Calhoun County,Texas,Victoria-Port Lavaca,TX
Martin County,Florida,Miami-Port St. Lucie-Fort Lauderdale,FL
St. Lucie County,Florida,Miami-Port St. Lucie-Fort Lauderdale,FL
Scioto County,Ohio,Charleston-Huntington-Ashland,WV-OH-KY
Schuylkill County,Pennsylvania,,
Dutchess County,New York,New York-Newark,NY-NJ-CT-PA
Orange County,New York,New York-Newark,NY-NJ-CT-PA
Yavapai County,Arizona,,
Carbon County,Utah,,
Crook County,Oregon,Bend-Prineville,OR
Bristol County,Massachusetts,Boston-Worcester-Providence,MA-RI-NH-CT
Bristol County,Massachusetts,Boston-Worcester-Providence,MA-RI-NH-CT
Bristol County,Rhode Island,Boston-Worcester-Providence,MA-RI-NH-CT
Plymouth (Brockton),Massachusetts,,
Bristol/Plymouth County,Massachusetts,,
Kent County,Rhode Island,Boston-Worcester-Providence,MA-RI-NH-CT
Newport County,Rhode Island,Boston-Worcester-Providence,MA-RI-NH-CT
Providence County,Rhode Island,Boston-Worcester-Providence,MA-RI-NH-CT
Washington County,Rhode Island,Boston-Worcester-Providence,MA-RI-NH-CT
Juab County,Utah,Salt Lake City-Provo-Orem,UT
Utah County,Utah,Salt Lake City-Provo-Orem,UT
Pueblo County,Colorado,Pueblo-Cañon City,CO
Whitman County,Washington,Pullman-Moscow,WA-ID
Charlotte County,Florida,North Port-Sarasota,FL
Adams County,Illinois,Quincy-Hannibal,IL-MO
Lewis County,Missouri,Quincy-Hannibal,IL-MO
Racine County,Wisconsin,Milwaukee-Racine-Waukesha,WI
Franklin County,North Carolina,Raleigh-Durham-Cary,NC
Johnston County,North Carolina,Raleigh-Durham-Cary,NC
Wake County,North Carolina,Raleigh-Durham-Cary,NC
Meade County,South Dakota,Rapid City-Spearfish,SD
Pennington County,South Dakota,Rapid City-Spearfish,SD
Willacy County,Texas,Brownsville-Harlingen-Raymondville,TX
Berks County,Pennsylvania,Philadelphia-Reading-Camden,PA-NJ-DE-MD
Tehama County,California,Redding-Red Bluff,CA
Shasta County,California,Redding-Red Bluff,CA
Goodhue County,Minnesota,Minneapolis-St. Paul,MN-WI
Storey County,Nevada,Reno-Carson City-Fernley,NV
Washoe County,Nevada,Reno-Carson City-Fernley,NV
Fremont County,Idaho,Idaho Falls-Rexburg-Blackfoot,ID
Madison County,Idaho,Idaho Falls-Rexburg-Blackfoot,ID
Wayne County,Indiana,Richmond-Connersville,IN
Amelia County,Virginia,,
Charles City County,Virginia,,
Chesterfield County,Virginia,,
Dinwiddie County,Virginia,,
Goochland County,Virginia,,
Hanover County,Virginia,,
Henrico County,Virginia,,
King and Queen County,Virginia,,
King William County,Virginia,,
New Kent County,Virginia,,
Powhatan County,Virginia,,
Prince George County,Virginia,,
Sussex County,Virginia,,
Colonial Heights city,Virginia,,
Hopewell city,Virginia,,
Petersburg city,Virginia,,
Richmond city,Virginia,,
Estill County,Kentucky,Lexington-Fayette--Richmond--Frankfort,KY
Madison County,Kentucky,Lexington-Fayette--Richmond--Frankfort,KY
