cbsa,count_SELF,sum_SELF,share_SELF,count_INC,sum_INC,share_INC,count_entrep,sum_entrep,share_entrep,count_ba,sum_ba,share_ba
"Abilene, TX",969.0,95.0,0.09803921568627451,969.0,28.0,0.02889576883384933,1013.0,76.0,0.07502467917077986,969.0,259.0,0.2672858617131063
"Akron, OH",4046.0,378.0,0.09342560553633218,4046.0,140.0,0.03460207612456748,5369.0,308.0,0.05736636245110821,4046.0,1503.0,0.37147800296589223
"Albany-Schenectady-Troy, NY",5608.0,483.0,0.08612696148359486,5608.0,163.0,0.02906562054208274,8692.0,415.0,0.04774505292222733,5608.0,2391.0,0.4263552068473609
"Albuquerque, NM",4562.0,462.0,0.10127137220517317,4562.0,155.0,0.03397632617273126,5201.0,365.0,0.07017881176696789,4562.0,1810.0,0.396755808855765
"Allentown-Bethlehem-Easton, PA-NJ",4565.0,358.0,0.07842278203723987,4565.0,121.0,0.02650602409638554,6885.0,373.0,0.05417574437182281,4565.0,1612.0,0.3531215772179628
"Amarillo, TX",1481.0,187.0,0.1262660364618501,1481.0,69.0,0.04659014179608373,1692.0,105.0,0.06205673758865248,1481.0,442.0,0.29844699527346386
"Anchorage, AK",2020.0,219.0,0.10841584158415841,2020.0,67.0,0.03316831683168317,2813.0,166.0,0.05901173124777817,2020.0,623.0,0.3084158415841584
"Ann Arbor, MI",2370.0,225.0,0.0949367088607595,2370.0,86.0,0.036286919831223625,4620.0,194.0,0.04199134199134199,2370.0,1264.0,0.5333333333333333
"Anniston-Oxford, AL",521.0,39.0,0.07485604606525911,521.0,11.0,0.02111324376199616,543.0,31.0,0.0570902394106814,521.0,109.0,0.2092130518234165
"Appleton, WI",957.0,75.0,0.07836990595611286,957.0,33.0,0.034482758620689655,1944.0,114.0,0.05864197530864197,957.0,290.0,0.30303030303030304
"Asheville, NC",2877.0,454.0,0.1578032672923184,2877.0,159.0,0.05526590198123045,3967.0,344.0,0.0867154020670532,2877.0,1214.0,0.4219673270768161
"Ashtabula, OH",592.0,43.0,0.07263513513513513,592.0,15.0,0.02533783783783784,272.0,26.0,0.09558823529411764,592.0,108.0,0.18243243243243243
"Athens-Clarke County, GA",819.0,79.0,0.09645909645909646,819.0,37.0,0.045177045177045176,2199.0,104.0,0.04729422464756708,819.0,370.0,0.4517704517704518
"Atlanta-Sandy Springs-Alpharetta, GA",30075.0,3360.0,0.11172069825436409,30075.0,1501.0,0.049908561928512056,75194.0,4443.0,0.05908716120967098,30075.0,13602.0,0.4522693266832918
"Atlantic City-Hammonton, NJ",1525.0,156.0,0.10229508196721311,1525.0,58.0,0.0380327868852459,1499.0,102.0,0.06804536357571714,1525.0,572.0,0.37508196721311476
"Auburn-Opelika, AL",714.0,65.0,0.09103641456582633,714.0,21.0,0.029411764705882353,1382.0,72.0,0.05209840810419682,714.0,295.0,0.41316526610644255
"Augusta-Richmond County, GA-SC",2691.0,202.0,0.07506503158677072,2691.0,62.0,0.023039762170196952,7229.0,339.0,0.04689445289804952,2691.0,855.0,0.3177257525083612
"Augusta-Waterville, ME",673.0,87.0,0.12927191679049035,673.0,25.0,0.03714710252600297,703.0,48.0,0.06827880512091039,673.0,215.0,0.31946508172362553
"Austin-Round Rock-Georgetown, TX",12104.0,1472.0,0.12161269001982816,12104.0,516.0,0.042630535360211504,32925.0,1885.0,0.05725132877752468,12104.0,6357.0,0.525198281559815
"Bakersfield, CA",3518.0,365.0,0.10375213189312109,3518.0,98.0,0.02785673678226265,3755.0,222.0,0.059121171770972036,3518.0,723.0,0.20551449687322343
"Baltimore-Columbia-Towson, MD",16701.0,1549.0,0.09274893718938985,16701.0,651.0,0.03897970181426262,26662.0,1353.0,0.050746380616607904,16701.0,7856.0,0.47039099455122446
"Bangor, ME",1013.0,111.0,0.10957551826258638,1013.0,41.0,0.040473840078973346,1120.0,63.0,0.05625,1013.0,278.0,0.2744323790720632
"Barnstable Town, MA",1786.0,306.0,0.1713325867861142,1786.0,90.0,0.05039193729003359,1574.0,156.0,0.09911054637865312,1786.0,898.0,0.5027995520716685
"Baton Rouge, LA",3264.0,340.0,0.10416666666666667,3264.0,124.0,0.03799019607843137,6441.0,371.0,0.0575997515913678,3264.0,1064.0,0.32598039215686275
"Beaumont-Port Arthur, TX",2209.0,165.0,0.07469443186962427,2209.0,44.0,0.019918515165233137,2322.0,134.0,0.05770887166236004,2209.0,450.0,0.2037120869171571
"Bellingham, WA",1248.0,151.0,0.12099358974358974,1248.0,66.0,0.052884615384615384,1809.0,166.0,0.09176340519624102,1248.0,464.0,0.3717948717948718
"Bend, OR",783.0,133.0,0.1698595146871009,783.0,57.0,0.07279693486590039,1830.0,191.0,0.10437158469945355,783.0,327.0,0.41762452107279696
"Binghamton, NY",1644.0,121.0,0.07360097323600973,1644.0,35.0,0.021289537712895375,1143.0,65.0,0.0568678915135608,1644.0,506.0,0.3077858880778589
"Birmingham-Hoover, AL",5933.0,522.0,0.08798247092533289,5933.0,178.0,0.03000168548794876,9473.0,497.0,0.05246490024279531,5933.0,2161.0,0.36423394572728807
"Bismarck, ND",742.0,126.0,0.16981132075471697,742.0,37.0,0.04986522911051213,927.0,44.0,0.04746494066882417,742.0,221.0,0.29784366576819404
"Blacksburg-Christiansburg, VA",1101.0,73.0,0.06630336058128973,1101.0,22.0,0.019981834695731154,1376.0,52.0,0.0377906976744186,1101.0,339.0,0.3079019073569482
"Bloomington, IL",1215.0,97.0,0.07983539094650206,1215.0,25.0,0.0205761316872428,2115.0,101.0,0.04775413711583924,1215.0,484.0,0.3983539094650206
"Bloomington, IN",930.0,74.0,0.07956989247311828,930.0,17.0,0.01827956989247312,1665.0,73.0,0.04384384384384384,930.0,370.0,0.3978494623655914
"Boise City, ID",3452.0,474.0,0.1373117033603708,3452.0,178.0,0.051564310544611816,7409.0,563.0,0.07598866243757592,3452.0,1221.0,0.3537079953650058
"Boston-Cambridge-Newton, MA-NH",32528.0,2952.0,0.09075258239055582,32528.0,980.0,0.03012788981800295,70438.0,3155.0,0.044791163860416254,32528.0,17648.0,0.5425479586817511
"Bowling Green, KY",677.0,66.0,0.09748892171344166,677.0,26.0,0.03840472673559823,1153.0,62.0,0.053772766695576756,677.0,215.0,0.3175775480059084
"Bremerton-Silverdale-Port Orchard, WA",1887.0,177.0,0.09379968203497616,1887.0,51.0,0.02702702702702703,1595.0,91.0,0.057053291536050155,1887.0,688.0,0.3645998940116587
"Bridgeport-Stamford-Norwalk, CT",5988.0,810.0,0.13527054108216433,5988.0,309.0,0.051603206412825654,8051.0,544.0,0.06756924605639052,5988.0,3440.0,0.5744822979291917
"Brownsville-Harlingen, TX",1947.0,222.0,0.1140215716486903,1947.0,60.0,0.030816640986132512,984.0,62.0,0.06300813008130081,1947.0,461.0,0.23677452491011813
"Buffalo-Cheektowaga, NY",6981.0,549.0,0.07864202836269875,6981.0,240.0,0.034379028792436615,9510.0,441.0,0.04637223974763407,6981.0,2687.0,0.38490187652198826
"Burlington, NC",1131.0,117.0,0.10344827586206896,1131.0,36.0,0.03183023872679045,1000.0,58.0,0.058,1131.0,346.0,0.3059239610963749
"Burlington-South Burlington, VT",1116.0,114.0,0.10215053763440861,1116.0,47.0,0.042114695340501794,1997.0,117.0,0.058587881822734104,1116.0,459.0,0.4112903225806452
"Canton-Massillon, OH",2442.0,208.0,0.08517608517608517,2442.0,87.0,0.03562653562653563,2298.0,141.0,0.06135770234986945,2442.0,648.0,0.26535626535626533
"Cape Coral-Fort Myers, FL",4314.0,687.0,0.1592489568845619,4314.0,348.0,0.08066759388038942,5287.0,482.0,0.09116701342916587,4314.0,1441.0,0.33402874362540563
"Cedar Rapids, IA",972.0,70.0,0.0720164609053498,972.0,20.0,0.0205761316872428,2697.0,138.0,0.05116796440489433,972.0,337.0,0.34670781893004116
"Champaign-Urbana, IL",1240.0,87.0,0.07016129032258064,1240.0,29.0,0.02338709677419355,2367.0,90.0,0.03802281368821293,1240.0,491.0,0.3959677419354839
"Charleston, WV",898.0,68.0,0.0757238307349666,898.0,19.0,0.021158129175946547,1055.0,49.0,0.046445497630331754,898.0,315.0,0.3507795100222717
"Charleston-North Charleston, SC",4297.0,505.0,0.11752385385152432,4297.0,192.0,0.04468233651384687,8555.0,572.0,0.0668614845119813,4297.0,1888.0,0.43937630905282754
"Charlotte-Concord-Gastonia, NC-SC",15599.0,1594.0,0.10218603756651068,15599.0,619.0,0.03968203089941663,31040.0,1655.0,0.05331829896907216,15599.0,6340.0,0.40643631001987307
"Chattanooga, TN-GA",3473.0,380.0,0.10941549093003167,3473.0,117.0,0.03368845378635186,5328.0,328.0,0.06156156156156156,3473.0,1242.0,0.3576158940397351
"Chicago-Naperville-Elgin, IL-IN-WI",49259.0,4600.0,0.09338395014109097,49259.0,2177.0,0.04419496944720762,103102.0,4619.0,0.04480029485364009,49259.0,22405.0,0.454840739763292
"Chico, CA",1238.0,142.0,0.1147011308562197,1238.0,37.0,0.02988691437802908,1342.0,97.0,0.07228017883755589,1238.0,422.0,0.3408723747980614
"Cincinnati, OH-KY-IN",11490.0,969.0,0.08433420365535248,11490.0,352.0,0.030635335073977372,22989.0,1084.0,0.047152986210796465,11490.0,4567.0,0.39747606614447345
"Clarksville, TN-KY",1765.0,151.0,0.08555240793201133,1765.0,47.0,0.026628895184135977,2114.0,83.0,0.03926206244087039,1765.0,409.0,0.23172804532577904
"Cleveland-Elyria, OH",12845.0,1156.0,0.08999610743479954,12845.0,449.0,0.03495523550019463,16256.0,804.0,0.04945866141732284,12845.0,4931.0,0.38388478007006616
"Coeur d'Alene, ID",774.0,99.0,0.12790697674418605,774.0,35.0,0.04521963824289406,2209.0,179.0,0.08103214124038026,774.0,224.0,0.28940568475452194
"College Station-Bryan, TX",1398.0,100.0,0.0715307582260372,1398.0,44.0,0.031473533619456366,2544.0,101.0,0.03970125786163522,1398.0,524.0,0.3748211731044349
"Colorado Springs, CO",4283.0,484.0,0.11300490310530002,4283.0,209.0,0.048797571795470465,8044.0,569.0,0.07073595226255594,4283.0,1652.0,0.3857109502685034
"Columbia, MO",871.0,70.0,0.08036739380022963,871.0,16.0,0.018369690011481057,2485.0,117.0,0.047082494969818915,871.0,362.0,0.41561423650975887
"Columbia, SC",5105.0,495.0,0.0969637610186092,5105.0,207.0,0.0405484818805093,7253.0,410.0,0.05652833310354336,5105.0,1879.0,0.36807051909892263
"Columbus, OH",11585.0,957.0,0.0826068191627104,11585.0,316.0,0.027276650841605524,23188.0,1102.0,0.0475245816801794,11585.0,4845.0,0.4182132067328442
"Corpus Christi, TX",2562.0,307.0,0.11982825917252146,2562.0,84.0,0.03278688524590164,2454.0,137.0,0.05582722086389568,2562.0,640.0,0.2498048399687744
"Crestview-Fort Walton Beach-Destin, FL",1420.0,163.0,0.1147887323943662,1420.0,57.0,0.04014084507042254,2155.0,184.0,0.08538283062645012,1420.0,526.0,0.3704225352112676
"Dallas-Fort Worth-Arlington, TX",42186.0,4646.0,0.11013132318778741,42186.0,1643.0,0.038946569952116816,87765.0,4694.0,0.0534837349740785,42186.0,17760.0,0.4209927464087612
"Dalton, GA",537.0,45.0,0.08379888268156424,537.0,17.0,0.03165735567970205,571.0,40.0,0.07005253940455342,537.0,112.0,0.2085661080074488
"Daphne-Fairhope-Foley, AL",897.0,115.0,0.1282051282051282,897.0,51.0,0.056856187290969896,1188.0,114.0,0.09595959595959595,897.0,301.0,0.3355629877369008
"Davenport-Moline-Rock Island, IA-IL",1705.0,136.0,0.07976539589442816,1705.0,60.0,0.03519061583577713,1882.0,92.0,0.048884165781083955,1705.0,485.0,0.2844574780058651
"Decatur, AL",791.0,76.0,0.09608091024020228,791.0,22.0,0.02781289506953224,708.0,35.0,0.04943502824858757,791.0,184.0,0.23261694058154236
"Decatur, IL",670.0,58.0,0.08656716417910448,670.0,19.0,0.028358208955223882,526.0,29.0,0.055133079847908745,670.0,144.0,0.21492537313432836
"Deltona-Daytona Beach-Ormond Beach, FL",3549.0,480.0,0.1352493660185968,3549.0,212.0,0.05973513665821358,4467.0,369.0,0.08260577568838147,3549.0,1053.0,0.2967032967032967
"Denver-Aurora-Lakewood, CO",19630.0,2320.0,0.11818644931227713,19630.0,1034.0,0.052674477840040757,43126.0,2719.0,0.06304781338403748,19630.0,9988.0,0.5088130412633723
"Des Moines-West Des Moines, IA",3319.0,293.0,0.08827960228984634,3319.0,94.0,0.028321783669780054,7252.0,358.0,0.04936569222283508,3319.0,1216.0,0.3663754142814101
"Detroit-Warren-Dearborn, MI",20543.0,1956.0,0.09521491505622354,20543.0,772.0,0.037579710850411334,42715.0,2095.0,0.049046002575207776,20543.0,8037.0,0.3912281555761086
"Dover, DE",925.0,69.0,0.0745945945945946,925.0,32.0,0.034594594594594595,975.0,53.0,0.05435897435897436,925.0,253.0,0.2735135135135135
"Durham-Chapel Hill, NC",2837.0,290.0,0.10222065562213606,2837.0,98.0,0.03454353189989425,12688.0,562.0,0.044293820933165196,2837.0,1646.0,0.5801903419104688
"East Stroudsburg, PA",443.0,32.0,0.07223476297968397,443.0,16.0,0.03611738148984198,796.0,52.0,0.06532663316582915,443.0,130.0,0.29345372460496616
"Eau Claire, WI",876.0,115.0,0.1312785388127854,876.0,32.0,0.0365296803652968,1371.0,86.0,0.06272793581327499,876.0,226.0,0.2579908675799087
"El Centro, CA",622.0,54.0,0.08681672025723473,622.0,12.0,0.01929260450160772,376.0,15.0,0.0398936170212766,622.0,97.0,0.15594855305466238
"El Paso, TX",4139.0,401.0,0.09688330514617058,4139.0,113.0,0.027301280502536846,4291.0,191.0,0.04451176881845723,4139.0,1150.0,0.27784489007006524
"Elkhart-Goshen, IN",999.0,83.0,0.08308308308308308,999.0,31.0,0.031031031031031032,1252.0,69.0,0.05511182108626198,999.0,239.0,0.23923923923923923
"Erie, PA",1488.0,128.0,0.08602150537634409,1488.0,56.0,0.03763440860215054,1504.0,77.0,0.0511968085106383,1488.0,470.0,0.31586021505376344
"Eugene-Springfield, OR",2467.0,313.0,0.12687474665585732,2467.0,107.0,0.0433725172274017,3019.0,225.0,0.07452798940046373,2467.0,829.0,0.33603567085528985
"Eureka-Arcata, CA",823.0,174.0,0.21142162818955043,823.0,40.0,0.04860267314702309,584.0,66.0,0.11301369863013698,823.0,288.0,0.34993924665856624
"Evansville, IN-KY",1002.0,77.0,0.07684630738522955,1002.0,29.0,0.028942115768463075,2560.0,136.0,0.053125,1002.0,270.0,0.2694610778443114
"Fargo, ND-MN",831.0,87.0,0.10469314079422383,831.0,33.0,0.039711191335740074,1900.0,85.0,0.04473684210526316,831.0,322.0,0.38748495788206977
"Fayetteville, NC",3573.0,256.0,0.0716484746711447,3573.0,88.0,0.02462916316820599,4367.0,218.0,0.04991985344630181,3573.0,958.0,0.2681220263084243
"Fayetteville-Springdale-Rogers, AR",2674.0,312.0,0.11667913238593867,2674.0,113.0,0.04225878833208676,4704.0,268.0,0.05697278911564626,2674.0,951.0,0.3556469708302169
"Flagstaff, AZ",1074.0,101.0,0.09404096834264432,1074.0,34.0,0.03165735567970205,1066.0,56.0,0.0525328330206379,1074.0,309.0,0.2877094972067039
"Florence, SC",1044.0,97.0,0.09291187739463602,1044.0,35.0,0.033524904214559385,1121.0,54.0,0.04817127564674398,1044.0,265.0,0.25383141762452105
"Fort Collins, CO",2203.0,312.0,0.141625056740808,2203.0,136.0,0.06173399909214707,4577.0,324.0,0.07078872623989513,2203.0,1106.0,0.5020426690876079
"Fort Wayne, IN",2339.0,208.0,0.08892689183411714,2339.0,84.0,0.03591278324070116,3916.0,213.0,0.054392236976506636,2339.0,742.0,0.3172295852928602
"Fresno, CA",4738.0,489.0,0.10320810468552132,4738.0,165.0,0.034824820599409036,4762.0,266.0,0.05585888282234355,4738.0,1284.0,0.2710004221190376
"Gadsden, AL",479.0,61.0,0.12734864300626306,479.0,23.0,0.04801670146137787,464.0,29.0,0.0625,479.0,94.0,0.19624217118997914
"Gainesville, FL",1547.0,162.0,0.10471881060116355,1547.0,71.0,0.04589528118939883,3361.0,158.0,0.047009818506396905,1547.0,684.0,0.4421460892049127
"Gainesville, GA",1128.0,152.0,0.1347517730496454,1128.0,68.0,0.06028368794326241,1036.0,67.0,0.06467181467181467,1128.0,297.0,0.2632978723404255
"Glens Falls, NY",1083.0,142.0,0.13111726685133887,1083.0,39.0,0.036011080332409975,565.0,35.0,0.061946902654867256,1083.0,346.0,0.31948291782086796
"Goldsboro, NC",616.0,46.0,0.07467532467532467,616.0,19.0,0.030844155844155844,603.0,34.0,0.05638474295190713,616.0,147.0,0.23863636363636365
"Grand Junction, CO",675.0,81.0,0.12,675.0,37.0,0.054814814814814816,1224.0,113.0,0.0923202614379085,675.0,223.0,0.33037037037037037
"Grand Rapids-Kentwood, MI",4288.0,446.0,0.10401119402985075,4288.0,166.0,0.03871268656716418,9015.0,479.0,0.053133666112035495,4288.0,1684.0,0.3927238805970149
"Green Bay, WI",1017.0,77.0,0.07571288102261553,1017.0,34.0,0.03343166175024582,2865.0,150.0,0.05235602094240838,1017.0,340.0,0.3343166175024582
"Greensboro-High Point, NC",4259.0,453.0,0.10636299600845268,4259.0,196.0,0.04602019253345856,8189.0,423.0,0.05165465868848455,4259.0,1439.0,0.3378727400798309
"Greenville, NC",779.0,63.0,0.08087291399229782,779.0,20.0,0.025673940949935817,1269.0,61.0,0.04806934594168637,779.0,281.0,0.3607188703465982
"Greenville-Anderson, SC",5894.0,615.0,0.10434340006786563,5894.0,192.0,0.032575500508992196,9215.0,560.0,0.060770482908301685,5894.0,2141.0,0.36325076348829316
"Gulfport-Biloxi, MS",1587.0,154.0,0.09703843730308759,1587.0,61.0,0.03843730308758664,2413.0,157.0,0.06506423539162867,1587.0,450.0,0.2835538752362949
"Hagerstown-Martinsburg, MD-WV",875.0,72.0,0.08228571428571428,875.0,32.0,0.036571428571428574,1357.0,81.0,0.05969049373618276,875.0,229.0,0.26171428571428573
"Hanford-Corcoran, CA",765.0,63.0,0.08235294117647059,765.0,15.0,0.0196078431372549,405.0,14.0,0.0345679012345679,765.0,100.0,0.13071895424836602
"Harrisburg-Carlisle, PA",3408.0,337.0,0.0988849765258216,3408.0,110.0,0.03227699530516432,5775.0,239.0,0.041385281385281386,3408.0,1068.0,0.31338028169014087
"Harrisonburg, VA",1122.0,103.0,0.09180035650623886,1122.0,40.0,0.035650623885918005,861.0,36.0,0.041811846689895474,1122.0,309.0,0.27540106951871657
"Hartford-East Hartford-Middletown, CT",7730.0,704.0,0.09107373868046571,7730.0,232.0,0.03001293661060802,12715.0,625.0,0.04915454187966968,7730.0,3442.0,0.44527813712807246
"Hickory-Lenoir-Morganton, NC",2168.0,257.0,0.11854243542435425,2168.0,106.0,0.048892988929889296,2095.0,120.0,0.057279236276849645,2168.0,521.0,0.24031365313653136
"Hilo, HI",1094.0,158.0,0.14442413162705667,1094.0,45.0,0.04113345521023766,752.0,99.0,0.13164893617021275,1094.0,346.0,0.3162705667276051
"Hilton Head Island-Bluffton, SC",1189.0,169.0,0.1421362489486964,1189.0,67.0,0.056349873843566024,1485.0,145.0,0.09764309764309764,1189.0,480.0,0.40370058873002523
"Holland, MI",698.0,92.0,0.1318051575931232,698.0,37.0,0.05300859598853868,436.0,38.0,0.0871559633027523,698.0,177.0,0.25358166189111747
"Homosassa Springs, FL",612.0,79.0,0.12908496732026145,612.0,31.0,0.05065359477124183,492.0,41.0,0.08333333333333333,612.0,133.0,0.2173202614379085
"Houma-Thibodaux, LA",942.0,83.0,0.0881104033970276,942.0,40.0,0.04246284501061571,980.0,54.0,0.05510204081632653,942.0,194.0,0.2059447983014862
"Houston-The Woodlands-Sugar Land, TX",28795.0,3190.0,0.11078312206980379,28795.0,1064.0,0.03695085952422295,68891.0,3544.0,0.05144358479336924,28795.0,10918.0,0.37916304914047577
"Huntsville, AL",2175.0,199.0,0.09149425287356322,2175.0,61.0,0.028045977011494253,4074.0,195.0,0.04786450662739323,2175.0,971.0,0.4464367816091954
"Idaho Falls, ID",759.0,86.0,0.11330698287220026,759.0,37.0,0.048748353096179184,959.0,64.0,0.0667361835245047,759.0,251.0,0.33069828722002637
"Indianapolis-Carmel-Anderson, IN",10313.0,929.0,0.09008048094637836,10313.0,354.0,0.03432560845534762,23040.0,1146.0,0.04973958333333333,10313.0,4010.0,0.38882963250266656
"Iowa City, IA",682.0,61.0,0.08944281524926687,682.0,27.0,0.039589442815249266,1528.0,55.0,0.03599476439790576,682.0,295.0,0.43255131964809385
"Ithaca, NY",650.0,57.0,0.0876923076923077,650.0,16.0,0.024615384615384615,1104.0,47.0,0.042572463768115944,650.0,323.0,0.4969230769230769
"Jackson, MI",850.0,93.0,0.10941176470588235,850.0,34.0,0.04,1970.0,101.0,0.051269035532994923,850.0,203.0,0.2388235294117647
"Jackson, MS",3201.0,377.0,0.11777569509528273,3201.0,145.0,0.045298344267416434,3077.0,167.0,0.054273643158921026,3201.0,1131.0,0.35332708528584816
"Jackson, TN",749.0,67.0,0.08945260347129506,749.0,23.0,0.030707610146862484,1068.0,63.0,0.05898876404494382,749.0,206.0,0.2750333778371162
"Jacksonville, FL",7447.0,838.0,0.11252853498052907,7447.0,403.0,0.05411575130925205,16064.0,947.0,0.05895169322709164,7447.0,2770.0,0.371961863837787
"Jamestown-Dunkirk-Fredonia, NY",1162.0,95.0,0.08175559380378658,1162.0,24.0,0.020654044750430294,507.0,27.0,0.05325443786982249,1162.0,291.0,0.2504302925989673
"Janesville-Beloit, WI",746.0,71.0,0.09517426273458444,746.0,29.0,0.0388739946380697,1184.0,64.0,0.05405405405405406,746.0,194.0,0.26005361930294907
"Jefferson City, MO",1041.0,93.0,0.0893371757925072,1041.0,28.0,0.026897214217098942,1028.0,60.0,0.058365758754863814,1041.0,293.0,0.2814601344860711
"Johnson City, TN",706.0,79.0,0.11189801699716714,706.0,27.0,0.03824362606232295,1485.0,85.0,0.05723905723905724,706.0,267.0,0.3781869688385269
"Johnstown, PA",1182.0,75.0,0.06345177664974619,1182.0,22.0,0.018612521150592216,442.0,24.0,0.05429864253393665,1182.0,262.0,0.22165820642978004
"Joplin, MO",1095.0,101.0,0.09223744292237443,1095.0,38.0,0.034703196347031964,732.0,32.0,0.04371584699453552,1095.0,258.0,0.2356164383561644
