cbsa,count_SELF,sum_SELF,share_SELF,count_INC,sum_INC,share_INC,count_entrep,sum_entrep,share_entrep,count_ba,sum_ba,share_ba
"Kalamazoo-Portage, MI",2099.0,173.0,0.08242020009528347,2099.0,54.0,0.02572653644592663,2890.0,141.0,0.048788927335640137,2099.0,635.0,0.3025250119104335
"Kankakee, IL",757.0,59.0,0.07793923381770146,757.0,25.0,0.03302509907529723,461.0,23.0,0.049891540130151846,757.0,157.0,0.2073976221928666
"Kansas City, MO-KS",12382.0,1149.0,0.09279599418510741,12382.0,452.0,0.03650460345663059,23106.0,1219.0,0.05275685969012378,12382.0,5048.0,0.4076885801970602
"Killeen-Temple, TX",2089.0,133.0,0.0636668262326472,2089.0,39.0,0.018669219722355194,3119.0,178.0,0.05706957358127605,2089.0,546.0,0.2613690761129727
"Knoxville, TN",6037.0,591.0,0.09789630611230744,6037.0,156.0,0.02584064932913699,7658.0,407.0,0.05314703577957691,6037.0,1962.0,0.3249958588702998
"La Crosse-Onalaska, WI-MN",560.0,42.0,0.075,560.0,17.0,0.030357142857142857,1378.0,60.0,0.04354136429608128,560.0,183.0,0.3267857142857143
"Lafayette, LA",2333.0,292.0,0.1251607372481783,2333.0,99.0,0.04243463351907415,3589.0,261.0,0.0727222067428253,2333.0,604.0,0.25889412773253323
"Lafayette-West Lafayette, IN",1121.0,67.0,0.05976806422836753,1121.0,23.0,0.020517395182872437,2267.0,85.0,0.03749448610498456,1121.0,445.0,0.39696699375557537
"Lake Havasu City-Kingman, AZ",948.0,121.0,0.12763713080168776,948.0,41.0,0.043248945147679324,709.0,62.0,0.08744710860366714,948.0,180.0,0.189873417721519
"Lakeland-Winter Haven, FL",4063.0,405.0,0.09968003937976865,4063.0,192.0,0.04725572237263106,4353.0,272.0,0.06248564208591776,4063.0,971.0,0.23898597095742063
"Lancaster, PA",2613.0,243.0,0.09299655568312284,2613.0,73.0,0.027937236892460773,3885.0,231.0,0.05945945945945946,2613.0,785.0,0.3004209720627631
"Lansing-East Lansing, MI",2950.0,247.0,0.08372881355932203,2950.0,80.0,0.02711864406779661,4855.0,220.0,0.04531410916580844,2950.0,980.0,0.33220338983050846
"Laredo, TX",1218.0,119.0,0.09770114942528736,1218.0,44.0,0.0361247947454844,751.0,48.0,0.06391478029294274,1218.0,251.0,0.20607553366174056
"Las Cruces, NM",801.0,79.0,0.0986267166042447,801.0,21.0,0.026217228464419477,,,,801.0,239.0,0.2983770287141074
"Las Vegas-Henderson-Paradise, NV",12655.0,1370.0,0.10825760568945081,12655.0,537.0,0.04243382062425918,14954.0,1088.0,0.07275645312291026,12655.0,3561.0,0.2813907546424338
"Lawrence, KS",513.0,56.0,0.10916179337231968,513.0,27.0,0.05263157894736842,1348.0,55.0,0.04080118694362018,513.0,224.0,0.43664717348927873
"Lebanon, PA",804.0,77.0,0.09577114427860696,804.0,27.0,0.033582089552238806,618.0,33.0,0.05339805825242718,804.0,203.0,0.2524875621890547
"Lewiston-Auburn, ME",547.0,55.0,0.10054844606946983,547.0,19.0,0.03473491773308958,570.0,26.0,0.0456140350877193,547.0,113.0,0.20658135283363802
"Lexington-Fayette, KY",2004.0,222.0,0.11077844311377245,2004.0,98.0,0.04890219560878244,4064.0,253.0,0.062253937007874016,2004.0,921.0,0.4595808383233533
"Lima, OH",691.0,48.0,0.0694645441389291,691.0,15.0,0.02170767004341534,487.0,23.0,0.04722792607802875,691.0,143.0,0.20694645441389292
"Lincoln, NE",1563.0,136.0,0.08701215611004479,1563.0,53.0,0.03390914907229686,3523.0,173.0,0.049105875674141354,1563.0,601.0,0.38451695457453616
"Little Rock-North Little Rock-Conway, AR",3412.0,317.0,0.0929073856975381,3412.0,134.0,0.03927315357561548,6201.0,335.0,0.05402354458958233,3412.0,1235.0,0.361957796014068
"Longview, TX",693.0,58.0,0.0836940836940837,693.0,14.0,0.020202020202020204,1296.0,92.0,0.07098765432098765,693.0,147.0,0.21212121212121213
"Los Angeles-Long Beach-Anaheim, CA",80955.0,10986.0,0.13570502130813414,80955.0,3620.0,0.044716200358223705,137334.0,8829.0,0.0642885228712482,80955.0,32485.0,0.40127231177814837
"Louisville/Jefferson County, KY-IN",8430.0,794.0,0.09418742586002372,8430.0,314.0,0.037247924080664296,11748.0,586.0,0.04988083077970718,8430.0,3401.0,0.40344009489916965
"Lubbock, TX",1758.0,194.0,0.11035267349260523,1758.0,67.0,0.03811149032992037,2076.0,125.0,0.06021194605009634,1758.0,603.0,0.3430034129692833
"Lynchburg, VA",1600.0,148.0,0.0925,1600.0,47.0,0.029375,1733.0,92.0,0.05308713214079631,1600.0,516.0,0.3225
"Macon-Bibb County, GA",853.0,82.0,0.09613130128956623,853.0,30.0,0.035169988276670575,1528.0,86.0,0.056282722513089,853.0,261.0,0.305978898007034
"Madera, CA",671.0,80.0,0.11922503725782414,671.0,21.0,0.03129657228017884,385.0,25.0,0.06493506493506493,671.0,122.0,0.18181818181818182
"Madison, WI",2483.0,207.0,0.08336689488521949,2483.0,90.0,0.03624647603705195,7100.0,351.0,0.04943661971830986,2483.0,1215.0,0.4893274265002014
"Manchester-Nashua, NH",2091.0,188.0,0.0899091343854615,2091.0,55.0,0.026303204208512673,3945.0,219.0,0.05551330798479087,2091.0,900.0,0.430416068866571
"Mansfield, OH",671.0,60.0,0.08941877794336811,671.0,19.0,0.028315946348733235,644.0,44.0,0.06832298136645963,671.0,106.0,0.15797317436661698
"McAllen-Edinburg-Mission, TX",3024.0,405.0,0.13392857142857142,3024.0,70.0,0.023148148148148147,2357.0,133.0,0.05642766228256258,3024.0,716.0,0.23677248677248677
"Medford, OR",1079.0,161.0,0.14921223354958293,1079.0,52.0,0.04819277108433735,1146.0,136.0,0.11867364746945899,1079.0,342.0,0.3169601482854495
"Memphis, TN-MS-AR",6443.0,583.0,0.0904857985410523,6443.0,178.0,0.02762688188731957,10261.0,519.0,0.050579865510184195,6443.0,2117.0,0.3285736458171659
"Merced, CA",1222.0,127.0,0.1039279869067103,1222.0,46.0,0.03764320785597381,766.0,34.0,0.044386422976501305,1222.0,217.0,0.17757774140752863
"Miami-Fort Lauderdale-Pompano Beach, FL",32836.0,5543.0,0.16880862468022903,32836.0,2746.0,0.08362772566695091,60953.0,4345.0,0.07128443226748478,32836.0,13330.0,0.40595687659885493
"Michigan City-La Porte, IN",718.0,61.0,0.08495821727019498,718.0,26.0,0.036211699164345405,509.0,47.0,0.09233791748526522,718.0,202.0,0.28133704735376047
"Midland, TX",620.0,85.0,0.13709677419354838,620.0,28.0,0.04516129032258064,1640.0,102.0,0.06219512195121951,620.0,225.0,0.3629032258064516
"Milwaukee-Waukesha, WI",6324.0,503.0,0.0795382669196711,6324.0,201.0,0.03178368121442125,17874.0,904.0,0.05057625601432248,6324.0,2559.0,0.40464895635673626
"Minneapolis-St. Paul-Bloomington, MN-WI",16547.0,1626.0,0.09826554662476582,16547.0,667.0,0.04030942164742854,54147.0,2689.0,0.049661107725266405,16547.0,6990.0,0.4224330694385689
"Mobile, AL",1944.0,187.0,0.09619341563786009,1944.0,76.0,0.03909465020576132,2890.0,145.0,0.050173010380622836,1944.0,549.0,0.2824074074074074
"Modesto, CA",2686.0,315.0,0.11727475800446761,2686.0,116.0,0.04318689501116903,2188.0,143.0,0.06535648994515539,2686.0,563.0,0.20960536113179448
"Monroe, LA",729.0,78.0,0.10699588477366255,729.0,33.0,0.04526748971193416,1382.0,78.0,0.056439942112879886,729.0,222.0,0.3045267489711934
"Monroe, MI",759.0,58.0,0.0764163372859025,759.0,19.0,0.025032938076416336,643.0,35.0,0.05443234836702955,759.0,182.0,0.23978919631093545
"Montgomery, AL",1792.0,154.0,0.0859375,1792.0,52.0,0.029017857142857144,2443.0,116.0,0.04748260335652886,1792.0,548.0,0.30580357142857145
"Morgantown, WV",854.0,70.0,0.08196721311475409,854.0,25.0,0.02927400468384075,1032.0,49.0,0.04748062015503876,854.0,359.0,0.4203747072599532
"Muncie, IN",707.0,35.0,0.04950495049504951,707.0,10.0,0.014144271570014143,840.0,32.0,0.0380952380952381,707.0,159.0,0.2248939179632249
"Muskegon, MI",881.0,69.0,0.07832009080590238,881.0,25.0,0.028376844494892167,922.0,58.0,0.06290672451193059,881.0,213.0,0.24177071509648126
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2861.0,399.0,0.13946172666899687,2861.0,136.0,0.04753582663404404,3528.0,293.0,0.0830498866213152,2861.0,902.0,0.3152743795875568
"Napa, CA",1088.0,137.0,0.12591911764705882,1088.0,38.0,0.034926470588235295,1007.0,121.0,0.12015888778550149,1088.0,438.0,0.4025735294117647
"Naples-Marco Island, FL",1796.0,366.0,0.20378619153674832,1796.0,178.0,0.09910913140311804,2894.0,289.0,0.09986178299930891,1796.0,746.0,0.4153674832962138
"Nashville-Davidson--Murfreesboro--Franklin, TN",12480.0,1454.0,0.11650641025641026,12480.0,404.0,0.032371794871794875,22665.0,1374.0,0.06062210456651224,12480.0,5005.0,0.4010416666666667
"New Bern, NC",605.0,44.0,0.07272727272727272,605.0,15.0,0.024793388429752067,651.0,33.0,0.05069124423963134,605.0,155.0,0.256198347107438
"New Haven-Milford, CT",4873.0,470.0,0.0964498255694644,4873.0,150.0,0.03078185922429715,6658.0,368.0,0.05527185340943226,4873.0,2086.0,0.428073055612559
"New Orleans-Metairie, LA",7645.0,937.0,0.12256376716808372,7645.0,361.0,0.04722040549378679,10273.0,633.0,0.061617833154871994,7645.0,3154.0,0.41255722694571617
"New York-Newark-Jersey City, NY-NJ-PA",111730.0,11695.0,0.10467197708762195,111730.0,4887.0,0.043739371699633045,218807.0,10869.0,0.049673913540243225,111730.0,55171.0,0.49378859751185894
"Niles, MI",1001.0,117.0,0.11688311688311688,1001.0,34.0,0.03396603396603397,877.0,52.0,0.059293044469783354,1001.0,355.0,0.3546453546453546
"North Port-Sarasota-Bradenton, FL",4559.0,729.0,0.15990348760693135,4559.0,340.0,0.07457775828032463,6657.0,576.0,0.08652546191978369,4559.0,1719.0,0.377056372011406
"Norwich-New London, CT",1867.0,160.0,0.0856989823245849,1867.0,60.0,0.032137118371719335,2099.0,116.0,0.055264411624583135,1867.0,700.0,0.3749330476700589
"Ocala, FL",1404.0,174.0,0.12393162393162394,1404.0,76.0,0.05413105413105413,1964.0,156.0,0.07942973523421588,1404.0,360.0,0.2564102564102564
"Ocean City, NJ",841.0,109.0,0.12960760998810938,841.0,52.0,0.06183115338882283,444.0,41.0,0.09234234234234234,841.0,379.0,0.450653983353151
"Odessa, TX",598.0,61.0,0.1020066889632107,598.0,20.0,0.033444816053511704,250.0,10.0,0.04,598.0,115.0,0.19230769230769232
"Ogden-Clearfield, UT",3293.0,286.0,0.08685089583965988,3293.0,125.0,0.03795930762222897,11552.0,619.0,0.05358379501385042,3293.0,1083.0,0.3288794412389918
"Ogdensburg-Massena, NY",1036.0,110.0,0.10617760617760617,1036.0,38.0,0.03667953667953668,275.0,7.0,0.025454545454545455,1036.0,252.0,0.24324324324324326
"Oklahoma City, OK",6041.0,682.0,0.11289521602383712,6041.0,242.0,0.04005959278265188,11600.0,699.0,0.06025862068965517,6041.0,1844.0,0.3052474755835127
"Olympia-Lacey-Tumwater, WA",1557.0,137.0,0.08798972382787412,1557.0,59.0,0.03789338471419396,2068.0,157.0,0.07591876208897486,1557.0,597.0,0.3834296724470135
"Omaha-Council Bluffs, NE-IA",5631.0,553.0,0.09820635766293731,5631.0,211.0,0.037471141893091815,9982.0,537.0,0.05379683430174314,5631.0,2073.0,0.36814064997336177
"Orlando-Kissimmee-Sanford, FL",12343.0,1490.0,0.12071619541440493,12343.0,733.0,0.05938588673742202,29154.0,1664.0,0.05707621595664403,12343.0,4771.0,0.38653487806854087
"Oshkosh-Neenah, WI",861.0,74.0,0.0859465737514518,861.0,29.0,0.03368176538908246,1684.0,69.0,0.040973871733966744,861.0,244.0,0.28339140534262486
"Ottawa, IL",885.0,73.0,0.08248587570621468,885.0,26.0,0.02937853107344633,443.0,19.0,0.04288939051918736,885.0,176.0,0.19887005649717515
"Owensboro, KY",624.0,47.0,0.07532051282051282,624.0,19.0,0.030448717948717948,593.0,40.0,0.06745362563237774,624.0,160.0,0.2564102564102564
"Oxnard-Thousand Oaks-Ventura, CA",5239.0,659.0,0.1257873640007635,5239.0,216.0,0.04122924222179805,5779.0,481.0,0.08323239314760339,5239.0,1951.0,0.37239931284596295
"Palm Bay-Melbourne-Titusville, FL",3282.0,448.0,0.1365021328458257,3282.0,205.0,0.06246191346739793,4567.0,288.0,0.06306109043135538,3282.0,1218.0,0.3711151736745887
"Parkersburg-Vienna, WV",562.0,59.0,0.10498220640569395,562.0,23.0,0.04092526690391459,503.0,25.0,0.04970178926441352,562.0,185.0,0.3291814946619217
"Pensacola-Ferry Pass-Brent, FL",2945.0,324.0,0.1100169779286927,2945.0,135.0,0.04584040747028863,3686.0,217.0,0.058871405317417254,2945.0,891.0,0.30254668930390494
"Peoria, IL",1947.0,169.0,0.08680020544427323,1947.0,62.0,0.03184386235233693,2866.0,103.0,0.03593859036985345,1947.0,659.0,0.33846944016435543
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",32702.0,2941.0,0.08993333741055592,32702.0,1213.0,0.03709253256681549,51491.0,2586.0,0.05022236895768192,32702.0,14745.0,0.45088985383156993
"Phoenix-Mesa-Chandler, AZ",27748.0,3000.0,0.10811590024506271,27748.0,1211.0,0.043642785065590314,48254.0,3000.0,0.06217101172959755,27748.0,10298.0,0.37112584690788525
"Pittsburgh, PA",14376.0,1135.0,0.07895102949360044,14376.0,433.0,0.03011964385086255,22418.0,1010.0,0.04505308234454456,14376.0,5781.0,0.40212854757929883
"Pittsfield, MA",1072.0,151.0,0.14085820895522388,1072.0,51.0,0.04757462686567164,697.0,48.0,0.06886657101865136,1072.0,404.0,0.376865671641791
"Port St. Lucie, FL",2101.0,349.0,0.1661113755354593,2101.0,168.0,0.07996192289386006,2730.0,231.0,0.08461538461538462,2101.0,648.0,0.3084245597334603
"Portland-South Portland, ME",2557.0,337.0,0.13179507235041063,2557.0,108.0,0.0422369964802503,5479.0,393.0,0.07172841759445155,2557.0,1128.0,0.44114196323816973
"Portland-Vancouver-Hillsboro, OR-WA",15462.0,1812.0,0.11719053162592162,15462.0,649.0,0.04197387142672358,28825.0,1908.0,0.06619254119687772,15462.0,6862.0,0.4437976975811667
"Pottsville, PA",1146.0,100.0,0.08726003490401396,1146.0,35.0,0.030541012216404886,365.0,19.0,0.052054794520547946,1146.0,253.0,0.22076788830715532
"Providence-Warwick, RI-MA",10559.0,981.0,0.0929065252391325,10559.0,362.0,0.03428354957855857,13560.0,680.0,0.05014749262536873,10559.0,4004.0,0.3792025760015153
"Provo-Orem, UT",4782.0,500.0,0.10455876202425764,4782.0,227.0,0.04746967795901297,7005.0,420.0,0.059957173447537475,4782.0,1737.0,0.363237139272271
"Pueblo, CO",930.0,105.0,0.11290322580645161,930.0,37.0,0.03978494623655914,670.0,45.0,0.06716417910447761,930.0,267.0,0.2870967741935484
"Punta Gorda, FL",1043.0,167.0,0.1601150527325024,1043.0,58.0,0.05560882070949185,870.0,93.0,0.10689655172413794,1043.0,295.0,0.2828379674017258
"Racine, WI",720.0,50.0,0.06944444444444445,720.0,20.0,0.027777777777777776,1126.0,67.0,0.05950266429840142,720.0,221.0,0.30694444444444446
"Raleigh-Cary, NC",7558.0,790.0,0.10452500661550675,7558.0,327.0,0.043265414130722414,16181.0,873.0,0.05395216612075891,7558.0,4097.0,0.5420746229161154
"Reading, PA",2404.0,221.0,0.09193011647254576,2404.0,70.0,0.029118136439267885,2747.0,133.0,0.04841645431379687,2404.0,660.0,0.27454242928452577
"Redding, CA",1086.0,164.0,0.15101289134438306,1086.0,47.0,0.0432780847145488,765.0,70.0,0.0915032679738562,1086.0,293.0,0.26979742173112337
"Reno, NV",3033.0,305.0,0.10056050115397297,3033.0,127.0,0.04187273326739202,4505.0,317.0,0.07036625971143175,3033.0,1113.0,0.3669634025717112
"Richmond, VA",7599.0,764.0,0.10053954467693117,7599.0,322.0,0.04237399657849717,11185.0,554.0,0.04953062136790344,7599.0,3237.0,0.4259771022502961
"Riverside-San Bernardino-Ontario, CA",22811.0,2476.0,0.1085441234492131,22811.0,831.0,0.03642979264389987,20516.0,1330.0,0.06482745174497953,22811.0,6034.0,0.2645215027837447
"Roanoke, VA",1886.0,173.0,0.09172852598091198,1886.0,57.0,0.030222693531283137,2441.0,135.0,0.055305202785743544,1886.0,625.0,0.331389183457052
"Rochester, MN",766.0,74.0,0.09660574412532637,766.0,29.0,0.037859007832898174,1426.0,53.0,0.03716690042075736,766.0,356.0,0.46475195822454307
"Rochester, NY",8052.0,738.0,0.09165424739195231,8052.0,238.0,0.029557873820168903,9864.0,480.0,0.04866180048661801,8052.0,2974.0,0.3693492300049677
"Rockford, IL",1722.0,157.0,0.09117305458768873,1722.0,69.0,0.04006968641114982,2025.0,102.0,0.05037037037037037,1722.0,471.0,0.2735191637630662
"Rocky Mount, NC",770.0,53.0,0.06883116883116883,770.0,22.0,0.02857142857142857,731.0,39.0,0.0533515731874145,770.0,183.0,0.23766233766233766
"Roseburg, OR",596.0,76.0,0.12751677852348994,596.0,14.0,0.02348993288590604,242.0,20.0,0.08264462809917356,596.0,115.0,0.1929530201342282
"Sacramento-Roseville-Folsom, CA",13718.0,1554.0,0.1132818195072168,13718.0,513.0,0.037396121883656507,20703.0,1226.0,0.05921847075303096,13718.0,5438.0,0.39641347135150895
"Saginaw, MI",1034.0,82.0,0.07930367504835589,1034.0,25.0,0.024177949709864602,879.0,51.0,0.05802047781569966,1034.0,237.0,0.22920696324951645
"Salem, OH",575.0,46.0,0.08,575.0,8.0,0.01391304347826087,319.0,19.0,0.05956112852664577,575.0,115.0,0.2
"Salem, OR",1915.0,201.0,0.10496083550913839,1915.0,64.0,0.03342036553524804,2218.0,167.0,0.07529305680793508,1915.0,524.0,0.27362924281984335
"Salinas, CA",3004.0,316.0,0.1051930758988016,3004.0,96.0,0.03195739014647137,2203.0,153.0,0.06945074897866546,3004.0,861.0,0.2866178428761651
"Salisbury, MD-DE",2825.0,352.0,0.12460176991150443,2825.0,163.0,0.05769911504424779,2076.0,159.0,0.07658959537572255,2825.0,927.0,0.328141592920354
"Salt Lake City, UT",7615.0,738.0,0.096913985554826,7615.0,360.0,0.04727511490479317,9283.0,484.0,0.05213831735430357,7615.0,2718.0,0.35692711753118844
"San Angelo, TX",691.0,82.0,0.11866859623733719,691.0,29.0,0.041968162083936326,724.0,53.0,0.07320441988950276,691.0,170.0,0.2460202604920405
"San Antonio-New Braunfels, TX",13132.0,1414.0,0.10767590618336886,13132.0,421.0,0.03205909229363387,21018.0,1191.0,0.056665715101341704,13132.0,4370.0,0.3327749010051782
"San Diego-Chula Vista-Carlsbad, CA",18470.0,2213.0,0.11981591770438549,18470.0,734.0,0.03974011911207363,38295.0,2376.0,0.06204465334900117,18470.0,7909.0,0.4282079047103411
"San Francisco-Oakland-Berkeley, CA",29077.0,3425.0,0.11779069367541356,29077.0,1051.0,0.036145407022732744,76128.0,4147.0,0.05447404371584699,29077.0,16544.0,0.5689720397565086
"San Jose-Sunnyvale-Santa Clara, CA",12814.0,1198.0,0.09349149367878883,12814.0,425.0,0.033166848759169656,24809.0,1085.0,0.043734128743601115,12814.0,7275.0,0.5677384111128453
"San Luis Obispo-Paso Robles, CA",1647.0,237.0,0.14389799635701275,1647.0,84.0,0.051001821493624776,2373.0,236.0,0.09945217024863043,1647.0,616.0,0.374013357619915
"Santa Cruz-Watsonville, CA",1675.0,274.0,0.1635820895522388,1675.0,56.0,0.03343283582089552,2091.0,190.0,0.09086561453849833,1675.0,765.0,0.45671641791044776
"Santa Fe, NM",1157.0,225.0,0.1944684528954192,1157.0,80.0,0.06914433880726016,2572.0,210.0,0.08164852255054432,1157.0,536.0,0.46326707000864303
"Santa Maria-Santa Barbara, CA",2723.0,349.0,0.12816746235769372,2723.0,127.0,0.04663973558575101,3602.0,297.0,0.08245419211549139,2723.0,1049.0,0.3852368710980536
"Santa Rosa-Petaluma, CA",2959.0,513.0,0.17336938154782022,2959.0,139.0,0.046975329503210546,3363.0,343.0,0.10199226880761225,2959.0,1163.0,0.39303818857722206
"Savannah, GA",1786.0,198.0,0.11086226203807391,1786.0,83.0,0.04647256438969765,4003.0,256.0,0.06395203597302024,1786.0,673.0,0.37681970884658456
"Scranton--Wilkes-Barre, PA",3228.0,250.0,0.07744733581164807,3228.0,86.0,0.02664188351920694,3420.0,159.0,0.04649122807017544,3228.0,985.0,0.3051425030978934
"Seattle-Tacoma-Bellevue, WA",24352.0,2411.0,0.09900624178712221,24352.0,896.0,0.03679369250985545,54443.0,2782.0,0.051099314879782524,24352.0,11698.0,0.4803712220762155
"Sebastian-Vero Beach, FL",751.0,134.0,0.17842876165113183,751.0,74.0,0.0985352862849534,874.0,96.0,0.10983981693363844,751.0,296.0,0.3941411451398136
"Sheboygan, WI",705.0,78.0,0.11063829787234042,705.0,19.0,0.02695035460992908,907.0,58.0,0.0639470782800441,705.0,187.0,0.2652482269503546
"Shreveport-Bossier City, LA",1900.0,172.0,0.09052631578947369,1900.0,79.0,0.041578947368421056,2491.0,165.0,0.06623845845042152,1900.0,498.0,0.26210526315789473
"South Bend-Mishawaka, IN-MI",1812.0,131.0,0.07229580573951434,1812.0,58.0,0.03200883002207505,2444.0,129.0,0.052782324058919805,1812.0,634.0,0.3498896247240618
"Spartanburg, SC",2037.0,183.0,0.0898379970544919,2037.0,63.0,0.030927835051546393,1703.0,111.0,0.06517909571344686,2037.0,541.0,0.265586647029946
"Spokane-Spokane Valley, WA",4066.0,432.0,0.10624692572552878,4066.0,161.0,0.03959665518937531,3600.0,245.0,0.06805555555555555,4066.0,1185.0,0.2914412198721102
"Springfield, IL",1224.0,90.0,0.07352941176470588,1224.0,34.0,0.027777777777777776,1517.0,73.0,0.04812129202373105,1224.0,467.0,0.3815359477124183
"Springfield, MA",3464.0,312.0,0.09006928406466513,3464.0,108.0,0.03117782909930716,5080.0,295.0,0.058070866141732284,3464.0,1335.0,0.3853926096997691
"Springfield, MO",2002.0,235.0,0.11738261738261738,2002.0,100.0,0.04995004995004995,2903.0,197.0,0.06786083362039269,2002.0,628.0,0.31368631368631367
